response,model_type,full_predictors,stepwise_predictors,rmse,r_squared,aic
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Q_30d","PPT_60d, Q_30d",0.8925474037629838,0.1737017873104333,2567.0598055856626
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Q_60d","PPT_60d, Q_60d",0.8739996180284603,0.2007540853235397,2535.0709368934627
minDO.pctsat,linear,"PercWet_1d, PPT_60d, exeProb","PercWet_1d, PPT_60d, exeProb",0.8939146117032424,0.21006277466367188,2529.8126337524955
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Depth_1d","PercWet_1d, PPT_60d, Depth_1d",0.8491537042589778,0.2741424388756072,2448.512339420732
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Depth_7d","PercWet_1d, PPT_60d, Depth_7d",0.8370875783019086,0.3051790373078257,2406.5170295519033
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Depth_14d","PercWet_1d, PPT_60d, Depth_14d",0.8284515086368173,0.3126614477767234,2396.11205584455
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Depth_30d","PercWet_1d, PPT_60d, Depth_30d",0.8296139211516284,0.30142057357033686,2411.701314613833
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Depth_60d","PercWet_1d, Depth_60d",0.8864216528082702,0.19538414196928836,2541.5060735548677
minDO.pctsat,linear,"PercWet_1d, Q_1d, exeProb","PercWet_1d, exeProb",0.9482578729190012,0.125659021158766,2621.3704273556527
minDO.pctsat,linear,"PercWet_1d, Q_7d, exeProb",Q_7d,0.9562573045804034,0.04382412322782417,2703.3524736071095
minDO.pctsat,linear,"PercWet_1d, Q_14d, exeProb",Q_14d,0.9437373446297581,0.06492683257489369,2681.905752527176
minDO.pctsat,linear,"PercWet_1d, Q_30d, exeProb","Q_30d, exeProb",0.8602667186470452,0.23807266638575883,2489.118330875376
minDO.pctsat,linear,"PercWet_1d, Q_60d, exeProb","PercWet_1d, Q_60d, exeProb",0.8777472144028533,0.2332140996532946,2501.2268648333056
minDO.pctsat,linear,"PercWet_1d, exeProb, Depth_1d","PercWet_1d, exeProb, Depth_1d",0.8639920598319134,0.284600827049976,2434.5652233939136
minDO.pctsat,linear,"PercWet_1d, exeProb, Depth_7d","PercWet_1d, exeProb, Depth_7d",0.857650875549382,0.29405405939225676,2421.781994115901
minDO.pctsat,linear,"PercWet_1d, exeProb, Depth_14d","PercWet_1d, exeProb, Depth_14d",0.8499769384764011,0.293349618203889,2422.740467569924
minDO.pctsat,linear,"PercWet_1d, exeProb, Depth_30d","PercWet_1d, exeProb, Depth_30d",0.8529528372074607,0.2831627823971148,2436.495018482088
minDO.pctsat,linear,"PercWet_1d, exeProb, Depth_60d","PercWet_1d, exeProb, Depth_60d",0.8810018092480973,0.22464738697798795,2511.9038507129862
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, PPT_1d",PercWet_7d,0.9687056509340253,0.029394504667849458,2717.7465536885375
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, PPT_7d","PercWet_7d, dPercWet_1d, PPT_7d",0.9629811024992742,0.07622340029490751,2680.2252655733873
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, PPT_14d","PercWet_7d, PPT_14d",0.9449885496151927,0.10405096597577568,2644.8314108256122
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, PPT_30d","PercWet_7d, PPT_30d",0.9060643801706628,0.13999739024176955,2605.480281111285
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, PPT_60d","PercWet_7d, PPT_60d",0.91710385407402,0.133826630506286,2612.3511047562893
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Q_1d","PercWet_7d, Q_1d",0.9373926672286342,0.07261816379761762,2677.968474784578
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Q_7d","PercWet_7d, Q_7d",0.935922303326209,0.08446852323388938,2665.6093992911706
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Q_14d",Q_14d,0.9437373446297581,0.06492683257489369,2681.905752527176
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Q_30d",Q_30d,0.9340876918740828,0.10693568270424794,2637.7322554429684
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Q_60d",Q_60d,0.9204270501520908,0.13266174879049258,2609.642646715403
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, exeProb","PercWet_7d, exeProb",0.9331050216758927,0.13630776930516506,2609.5943865227878
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Depth_1d","PercWet_7d, Depth_1d",0.8858683575088178,0.2036383111680654,2531.596719235782
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Depth_7d","PercWet_7d, Depth_7d",0.8681245314564459,0.24000463174838257,2486.678496436373
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Depth_14d","PercWet_7d, Depth_14d",0.8588415556153454,0.24681696852545515,2478.0255842962024
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Depth_30d","PercWet_7d, Depth_30d",0.8624932016451877,0.24298617849315074,2482.9009713819028
minDO.pctsat,linear,"PercWet_7d, dPercWet_1d, Depth_60d","PercWet_7d, Depth_60d",0.8834002629149335,0.19373523118222596,2543.4734494030763
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, PPT_1d",PercWet_7d,0.9687056509340253,0.029394504667849458,2717.7465536885375
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, PPT_7d","PercWet_7d, PPT_7d",0.9579913423848908,0.07224224014300695,2678.357946970707
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, PPT_14d","PercWet_7d, PPT_14d",0.9449885496151927,0.10405096597577568,2644.8314108256122
